,action_type,combined_shot_type,loc_x,loc_y,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_name,matchup,opponent,year
9386,Turnaround Jump Shot,Jump Shot,-56,66,10,3,0,2006-07,52,8,Hit,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. SAC,SAC,2006
9387,Jump Shot,Jump Shot,227,17,9,3,0,2006-07,38,22,Hit,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,Los Angeles Lakers,LAL vs. SAC,SAC,2006
9388,Reverse Layup Shot,Layup,0,0,6,3,0,2006-07,11,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. SAC,SAC,2006
9389,Jump Shot,Jump Shot,-159,217,1,3,0,2006-07,32,26,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. SAC,SAC,2006
9390,Jump Shot,Jump Shot,0,76,0,3,0,2006-07,54,7,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL vs. SAC,SAC,2006
9391,Jump Shot,Jump Shot,171,-3,0,3,0,2006-07,35,17,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. SAC,SAC,2006
9392,Driving Layup Shot,Layup,0,0,11,1,0,2006-07,32,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9393,Layup Shot,Layup,0,0,10,1,0,2006-07,50,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9394,Jump Shot,Jump Shot,-18,51,9,1,0,2006-07,48,5,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9395,Jump Shot,Jump Shot,-94,123,6,1,0,2006-07,29,15,Miss,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9396,Jump Shot,Jump Shot,108,169,5,1,0,2006-07,58,20,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9397,Jump Shot,Jump Shot,-10,141,3,1,0,2006-07,51,14,Miss,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9398,Jump Shot,Jump Shot,-61,148,1,1,0,2006-07,27,16,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9399,Jump Shot,Jump Shot,82,0,11,2,0,2006-07,44,8,Hit,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9400,Jump Shot,Jump Shot,136,212,10,2,0,2006-07,55,25,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9401,Jump Shot,Jump Shot,-94,140,4,2,0,2006-07,27,16,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9402,Turnaround Jump Shot,Jump Shot,171,79,3,2,0,2006-07,57,18,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9403,Jump Shot,Jump Shot,228,71,1,2,0,2006-07,1,23,Miss,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9404,Jump Shot,Jump Shot,1,206,11,3,0,2006-07,45,20,Hit,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9405,Fadeaway Jump Shot,Jump Shot,-128,61,11,3,0,2006-07,11,14,Miss,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9406,Jump Shot,Jump Shot,36,95,8,3,0,2006-07,56,10,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9407,Jump Shot,Jump Shot,66,164,6,3,0,2006-07,45,17,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9408,Turnaround Jump Shot,Jump Shot,0,158,4,3,0,2006-07,6,15,Hit,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9409,Jump Shot,Jump Shot,123,224,0,3,0,2006-07,52,25,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9410,Jump Shot,Jump Shot,113,169,8,4,0,2006-07,27,20,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9411,Turnaround Jump Shot,Jump Shot,-125,127,6,4,0,2006-07,48,17,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9412,Jump Shot,Jump Shot,151,71,4,4,0,2006-07,2,16,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9413,Jump Shot,Jump Shot,102,179,1,4,0,2006-07,56,20,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9414,Layup Shot,Layup,0,0,1,4,0,2006-07,24,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9415,Jump Shot,Jump Shot,110,229,0,4,0,2006-07,55,25,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. DEN,DEN,2006
9416,Jump Shot,Jump Shot,-123,148,9,1,0,2006-07,33,19,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9417,Jump Shot,Jump Shot,-74,181,8,1,0,2006-07,53,19,Miss,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9418,Driving Finger Roll Shot,Layup,0,0,8,1,0,2006-07,19,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9419,Reverse Layup Shot,Layup,0,0,7,1,0,2006-07,42,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9420,Jump Shot,Jump Shot,118,18,5,1,0,2006-07,7,11,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9421,Layup Shot,Layup,0,0,4,1,0,2006-07,33,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9422,Driving Layup Shot,Layup,0,0,2,1,0,2006-07,37,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9423,Jump Shot,Jump Shot,52,102,1,1,0,2006-07,6,11,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9424,Jump Shot,Jump Shot,-237,0,8,2,0,2006-07,27,23,Miss,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9425,Turnaround Jump Shot,Jump Shot,-84,28,7,2,0,2006-07,54,8,Hit,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9426,Fadeaway Jump Shot,Jump Shot,-85,84,7,2,0,2006-07,22,11,Hit,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9427,Jump Shot,Jump Shot,72,153,6,2,0,2006-07,2,16,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9428,Finger Roll Shot,Layup,0,0,5,2,0,2006-07,49,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9429,Jump Shot,Jump Shot,171,41,3,2,0,2006-07,10,17,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9430,Turnaround Jump Shot,Jump Shot,-3,66,2,2,0,2006-07,17,6,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9431,Jump Shot,Jump Shot,-120,114,1,2,0,2006-07,28,16,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9432,Jump Shot,Jump Shot,-108,158,10,3,0,2006-07,30,19,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9433,Jump Shot,Jump Shot,-149,141,9,3,0,2006-07,27,20,Miss,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9434,Jump Shot,Jump Shot,-87,109,5,3,0,2006-07,41,13,Miss,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9435,Layup Shot,Layup,0,0,4,3,0,2006-07,40,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9436,Layup Shot,Layup,-20,15,2,3,0,2006-07,30,2,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9437,Layup Shot,Layup,0,0,0,3,0,2006-07,1,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9438,Jump Shot,Jump Shot,-103,235,11,4,0,2006-07,38,25,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9439,Jump Shot,Jump Shot,13,61,11,4,0,2006-07,24,6,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9440,Layup Shot,Layup,0,0,10,4,0,2006-07,46,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9441,Fadeaway Jump Shot,Jump Shot,133,176,8,4,0,2006-07,11,22,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9442,Running Jump Shot,Jump Shot,47,61,6,4,0,2006-07,51,7,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9443,Jump Shot,Jump Shot,159,0,6,4,0,2006-07,23,15,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9444,Jump Shot,Jump Shot,-20,199,4,4,0,2006-07,36,20,Miss,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9445,Turnaround Jump Shot,Jump Shot,24,49,3,4,0,2006-07,32,5,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9446,Jump Shot,Jump Shot,-87,260,0,4,0,2006-07,19,27,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ LAC,LAC,2006
9447,Jump Shot,Jump Shot,38,215,10,1,0,2006-07,24,21,Hit,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2006
9448,Jump Shot,Jump Shot,-182,82,5,1,0,2006-07,52,19,Hit,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2006
9449,Running Jump Shot,Jump Shot,-31,58,5,1,0,2006-07,12,6,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2006
9450,Driving Layup Shot,Layup,0,0,4,1,0,2006-07,33,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2006
9451,Jump Shot,Jump Shot,118,20,2,1,0,2006-07,52,11,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2006
9452,Fadeaway Jump Shot,Jump Shot,-115,150,10,2,0,2006-07,32,18,Miss,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2006
9453,Layup Shot,Layup,0,0,9,2,0,2006-07,0,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2006
9454,Driving Layup Shot,Layup,0,0,3,2,0,2006-07,59,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2006
9455,Slam Dunk Shot,Dunk,0,0,3,2,0,2006-07,19,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2006
9456,Jump Shot,Jump Shot,-156,107,10,3,0,2006-07,3,18,Hit,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2006
9457,Jump Shot,Jump Shot,1,43,6,3,0,2006-07,46,4,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2006
9458,Jump Shot,Jump Shot,-186,189,6,3,0,2006-07,33,26,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ SEA,SEA,2006
9459,Running Jump Shot,Jump Shot,47,43,5,3,0,2006-07,51,6,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2006
9460,Jump Shot,Jump Shot,-163,212,0,3,0,2006-07,0,26,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ SEA,SEA,2006
9461,Jump Shot,Jump Shot,107,169,5,4,0,2006-07,26,20,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2006
9462,Jump Shot,Jump Shot,-151,217,2,4,0,2006-07,17,26,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ SEA,SEA,2006
9463,Jump Shot,Jump Shot,-92,179,1,4,0,2006-07,39,20,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2006
9464,Jump Shot,Jump Shot,108,127,1,4,0,2006-07,3,16,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2006
9465,Jump Bank Shot,Jump Shot,36,58,8,1,0,2006-07,54,6,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9466,Jump Shot,Jump Shot,112,158,8,1,0,2006-07,32,19,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9467,Jump Shot,Jump Shot,-20,45,5,1,0,2006-07,20,4,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9468,Jump Shot,Jump Shot,126,135,1,1,0,2006-07,32,18,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9469,Jump Shot,Jump Shot,-148,224,0,2,0,2006-07,37,26,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9470,Driving Layup Shot,Layup,0,0,9,3,0,2006-07,28,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9471,Jump Shot,Jump Shot,-135,150,7,3,0,2006-07,56,20,Miss,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9472,Alley Oop Layup shot,Layup,0,0,6,3,0,2006-07,45,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9473,Jump Shot,Jump Shot,-71,122,5,3,0,2006-07,33,14,Hit,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9474,Jump Shot,Jump Shot,80,84,4,3,0,2006-07,53,11,Miss,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9475,Layup Shot,Layup,0,0,1,3,0,2006-07,1,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9476,Reverse Layup Shot,Layup,0,0,0,3,0,2006-07,27,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9477,Jump Shot,Jump Shot,16,406,0,3,0,2006-07,0,40,Miss,3PT Field Goal,Back Court(BC),Above the Break 3,Back Court Shot,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9478,Jump Shot,Jump Shot,87,138,10,4,0,2006-07,32,16,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9479,Jump Shot,Jump Shot,-15,194,9,4,0,2006-07,27,19,Miss,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9480,Turnaround Jump Shot,Jump Shot,43,99,9,4,0,2006-07,14,10,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9481,Jump Shot,Jump Shot,31,61,7,4,0,2006-07,32,6,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9482,Layup Shot,Layup,0,0,7,4,0,2006-07,12,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9483,Jump Shot,Jump Shot,-16,206,6,4,0,2006-07,47,20,Hit,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9484,Jump Shot,Jump Shot,-151,245,4,4,0,2006-07,44,28,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9485,Reverse Dunk Shot,Dunk,0,0,3,4,0,2006-07,56,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9486,Jump Shot,Jump Shot,105,224,3,4,0,2006-07,33,24,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9487,Reverse Dunk Shot,Dunk,0,0,0,4,0,2006-07,55,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9488,Jump Shot,Jump Shot,-138,210,0,4,0,2006-07,4,25,Hit,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2006
9489,Turnaround Jump Shot,Jump Shot,62,135,2,1,0,2006-07,59,14,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9490,Driving Finger Roll Shot,Layup,0,0,1,1,0,2006-07,41,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9491,Jump Shot,Jump Shot,204,130,1,1,0,2006-07,33,24,Hit,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9492,Driving Layup Shot,Layup,0,0,0,1,0,2006-07,57,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9493,Jump Shot,Jump Shot,-97,135,11,2,0,2006-07,32,16,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9494,Jump Shot,Jump Shot,-191,114,10,2,0,2006-07,56,22,Miss,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9495,Jump Shot,Jump Shot,148,127,9,2,0,2006-07,21,19,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9496,Jump Shot,Jump Shot,117,125,8,2,0,2006-07,47,17,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9497,Layup Shot,Layup,0,0,6,2,0,2006-07,30,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9498,Jump Shot,Jump Shot,182,-18,8,3,0,2006-07,38,18,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9499,Jump Shot,Jump Shot,110,155,4,3,0,2006-07,46,19,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9500,Jump Shot,Jump Shot,227,18,3,3,0,2006-07,40,22,Miss,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9501,Jump Shot,Jump Shot,47,102,0,3,0,2006-07,38,11,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9502,Jump Shot,Jump Shot,103,137,11,4,0,2006-07,46,17,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9503,Jump Shot,Jump Shot,-136,130,8,4,0,2006-07,19,18,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9504,Jump Shot,Jump Shot,177,145,7,4,0,2006-07,45,22,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9505,Driving Layup Shot,Layup,0,0,7,4,0,2006-07,36,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9506,Driving Layup Shot,Layup,0,0,7,4,0,2006-07,10,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9507,Jump Shot,Jump Shot,75,184,6,4,0,2006-07,18,19,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9508,Jump Shot,Jump Shot,172,49,5,4,0,2006-07,9,17,Hit,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9509,Jump Shot,Jump Shot,194,-13,3,4,0,2006-07,26,19,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9510,Jump Shot,Jump Shot,154,140,3,4,0,2006-07,16,20,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9511,Running Jump Shot,Jump Shot,-212,169,0,4,0,2006-07,2,27,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ DEN,DEN,2006
9512,Driving Dunk Shot,Dunk,0,0,9,1,0,2006-07,17,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. LAC,LAC,2006
9513,Dunk Shot,Dunk,0,0,7,1,0,2006-07,27,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. LAC,LAC,2006
9514,Jump Bank Shot,Jump Shot,-97,26,6,1,0,2006-07,19,10,Hit,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. LAC,LAC,2006
9515,Jump Shot,Jump Shot,-146,12,5,1,0,2006-07,46,14,Miss,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. LAC,LAC,2006
9516,Driving Layup Shot,Layup,0,0,1,1,0,2006-07,12,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. LAC,LAC,2006
9517,Jump Shot,Jump Shot,-77,145,0,1,0,2006-07,37,16,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. LAC,LAC,2006
9518,Jump Shot,Jump Shot,85,158,11,2,0,2006-07,13,17,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. LAC,LAC,2006
9519,Jump Shot,Jump Shot,-115,164,5,2,0,2006-07,45,20,Miss,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. LAC,LAC,2006
9520,Jump Shot,Jump Shot,-172,-9,4,2,0,2006-07,32,17,Hit,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. LAC,LAC,2006
9521,Layup Shot,Layup,0,0,3,2,0,2006-07,58,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. LAC,LAC,2006
9522,Slam Dunk Shot,Dunk,0,0,3,2,0,2006-07,9,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. LAC,LAC,2006
